"","q01","q02","q03","q05","party_registered","q06","q06a","q06b","q07","q16","q24","q36","q37","q38","q39","q40","q45","q46","q46a","q46b","d1","d1a","d2","d3","d4","d4a","d5","d5a","d6","d7","d8","d9","d9a","d10","d10a","d11","county","language","gender","weight","pres_ticketpref","year"
"59","wrong direction","bad times","yes, moderate recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","nearly always","yes",40,"35 to 44","own",2,"no","Do not have kids","full-time employed",NA,"divorced","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Non-denominational","no, would not","$60,000 to under $80,000","Fresno         ","English","Female",1.45172588729836,"Democratic",2008
"60","[VOL] don't know","[VOL] don't know","[VOL] don't know","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","fairly closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","only a little","nearly always","yes",43,"35 to 44","rent",1,"yes","Have kids, public schools","part-time employed",NA,"married","Some college","[VOL] Other (SPECIFY)","yes",NA,"Catholic","yes, would","$100,000 to under $200,000","Kern           ","English","Female",1.45172588729836,"Democratic",2008
"61","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","very liberal","great deal","always","yes",35,"35 to 44","own",7,"yes","Have kids, public schools","full-time employed",NA,"divorced","College graduate","Black or African American","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$60,000 to under $80,000","Placer         ","English","Female",1.45172588729836,"Democratic",2008
"62","wrong direction","bad times","yes, mild recession","yes","Democrat",2,0,0,"John McCain and Sarah Palin","fairly closely","disapprove","approve","disapprove","only some of the time","a few big interests","some","very conservative","fair amount","always","yes",37,"35 to 44","own",4,"yes","Have kids, public schools","full-time employed",NA,"married","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,NA,"no, would not","$100,000 to under $200,000","Stanislaus     ","English","Female",1.45172588729836,"Democratic",2008
"63","wrong direction","[VOL] don't know","yes, serious recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","not at all closely","[VOL] don't know","[VOL] don't know","[VOL] don't know","[VOL] don't know","[VOL] don't know","a lot","somewhat conservative","only a little","part of the time","yes",35,"35 to 44","own",4,"yes","Have kids, public schools","full-time employed",NA,"married","Some college","Hispanic or Latino","yes",NA,"Catholic","no, would not","$100,000 to under $200,000","Kern           ","Spanish","Female",1.45172588729836,"Democratic",2008
"64",NA,"good times","no","yes","Democrat",0,0,0,"John McCain and Sarah Palin","fairly closely","disapprove",NA,"disapprove","only some of the time",NA,"a lot","somewhat conservative","only a little","nearly always","yes",43,"35 to 44","own",8,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","Kern           ","Spanish","Female",1.45172588729836,NA,2008
"65","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",43,"35 to 44","own",7,"no","Do not have kids","full-time employed",NA,"married","Some college","Hispanic or Latino","yes",NA,"Catholic","no, would not","$80,000 to under $100,000","Tulare         ","English","Female",1.45172588729836,"Democratic",2008
"66","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",54,"45 to 54","own",10,"no","Do not have kids","full-time employed",NA,"divorced","Post graduate","Hispanic or Latino","yes",NA,"Catholic","no, would not","$60,000 to under $80,000","San Joaquin    ","English","Female",0.842765810131483,"Democratic",2008
"67","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"John McCain and Sarah Palin","very closely","approve","approve","approve","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","nearly always","yes",53,"45 to 54","own",4,"no","Do not have kids","not-employed","[VOL] disabled; on disability","divorced","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","Under $20,000","Tulare         ","English","Female",0.842765810131483,"Democratic",2008
"68","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","very liberal","great deal","always","yes",45,"45 to 54","rent",9,"no","Do not have kids","full-time employed",NA,"divorced","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$20,000 to under $40,000","Kern           ","English","Female",0.842765810131483,"Democratic",2008
"69","[VOL] don't know","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","approve","most of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",45,"45 to 54","rent",4,"no","Do not have kids","[VOL] disabled/On Disability",NA,"divorced","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","Under $20,000","Sacramento     ","English","Female",0.842765810131483,"Democratic",2008
"70","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","approve","most of the time","benefit of all of the people","a lot","somewhat liberal","only a little","part of the time","yes",48,"45 to 54","own",18,"yes","Have kids, private schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","Under $20,000","Fresno         ","Spanish","Female",0.842765810131483,"Democratic",2008
"71","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","only a little","nearly always","yes",45,"45 to 54","own",6,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$20,000 to under $40,000","Tulare         ","Spanish","Female",0.842765810131483,"Democratic",2008
"72","wrong direction","bad times","yes, moderate recession","yes","Democrat",2,0,0,"John McCain and Sarah Palin","very closely","approve","disapprove","approve","only some of the time","a few big interests","a lot","somewhat conservative","great deal","part of the time","yes",55,"55 to 64","own",1,"no","Do not have kids","not-employed","not employed, retired","divorced","Post graduate","Hispanic or Latino","yes",NA,"Catholic","no, would not","$80,000 to under $100,000","Sacramento     ","English","Female",0.615240524146955,"Democratic",2008
"73","right direction","bad times","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very liberal","great deal","always","yes",62,"55 to 64","own",30,"no","Do not have kids","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Buddhism",NA,"$80,000 to under $100,000","Sacramento     ","English","Female",0.615240524146955,"Democratic",2008
"74","[VOL] don't know","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","not too closely","disapprove","disapprove","disapprove","only some of the time","benefit of all of the people","some","very liberal","fair amount","always","yes",59,"55 to 64","own",9,"no","Do not have kids","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Non-denominational","no, would not","$100,000 to under $200,000","Sacramento     ","English","Female",0.615240524146955,"Democratic",2008
"75","right direction","good times","[VOL] don't know","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","only a little","part of the time","yes",58,"55 to 64","rent",1,"no","Do not have kids","not-employed","[VOL] disabled; on disability","married","Some high school or less","Black or African American","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","Under $20,000","Sacramento     ","English","Female",0.615240524146955,"Democratic",2008
"76","wrong direction","[VOL] don't know","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","[VOL] don't know","disapprove","[VOL] don't know","most of the time","[VOL] don't know","a lot","somewhat liberal","great deal","always","yes",60,"55 to 64","own",30,"no","Do not have kids","not-employed","not employed, retired","never married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$40,000 to under $60,000","Sacramento     ","English","Female",0.615240524146955,"Democratic",2008
"77","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very conservative","great deal","always","yes",58,"55 to 64","own",58,"no","Do not have kids","not-employed","not employed, retired","never married","Some college","Hispanic or Latino","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$20,000 to under $40,000","Fresno         ","English","Female",0.615240524146955,"Democratic",2008
"78","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","approve","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",60,"55 to 64","own",8,"no","Do not have kids","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$80,000 to under $100,000","Kings          ","English","Female",0.615240524146955,"Democratic",2008
"79","wrong direction","bad times","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","nearly always","yes",60,"55 to 64","own",35,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian",NA,"$40,000 to under $60,000","Tehama         ","English","Female",0.615240524146955,"Democratic",2008
